sellerName,sGender,sClass,sOccupation,seLocale,svName,svEthnicity,svGender,svAge,buyerName,bGender,bClass,bOccupation,bLocale,pL,pD,pF,pS,Year,Date,Title
Melchione Grimaldi,male,nobiles,,,Elena,Bulgarian,female,33,Teodora Grimaldi,male,nobili,,,93,,,,1416,1416-05-30,"Giuliano Canella, register 5, 1415–1417, fol. 142r *"
Melchiorre de Franchi,male,mercantes,,,Margherita,Russian,female,25,Benedetto de Luciano,male,artefici,scaterius,,160,,,,1496,1496,"Cipriano Foglietta, filza 2, series II, nr. 268"
Meliaduce de Guisulfis,male,mercantes,,,Maddalena,Circassian,female,18,Antonio de Quarto,male,artefici,lanerius,,100,,,,1410,1410,"Giuliano Canella, register 2, volume II, 1410–1411, fol. 36v"
Merualdo Vivaldi,male,nobiles,,,Agnese,Circassian,female,35,Luca Gentile,male,nobili,,,125,,,,1427,1427,"Branca Bagnara, filza 1, series I, nr. 140"
Michele Centurione,male,nobiles,,,Lucia,Tartaran,female,25,Gaspare Rodolfo,male,mercanti,,,76,,,,1400,1400,"Bartolomeo Gatto, register 9, volume I, 1399–1400, fol. 20r"
Michele de Plano,male,artefices,cultelerius,,Maddalena,,female,14,Giovanni de Clavaro,male,artefici,notarius,,158,,,,1456,1456-01-31,"Bartolomeo Risso, filza 6, nr. 331 (formerly nr. 332)"
Michele de Socho,male,mercantes,,,Margherita,Tartaran,female,20,Manfredo di Negro,male,nobili,legum doctor,,70,,,,1402,1402,"Simone de Compagnono, filza 1, series I, nr. 7"
Michele Lomellini,male,nobiles,,,Asperto,Tartaran,male,22,Landuculo de Canari,male,foreign,,Canari (Corsica),57,,,,1405,1405,"Andreolo Caito, register 6, 1370–1409, fol. 30r"
Michele Zoco,male,artefices,,Savona,,,,,Battista Zoco,male,artefici,,Savona,100,,,,1411,1411,"Lorenzo Villa, filza 1, nr. 94"
Morualdo Vivaldi,male,nobiles,,,Agnese,,female,,Luca Gentile,male,nobili,,,125,,,,1427,1427-10-29,"Branca Bagnara, register 3, 1426–1428, fol. 177r *"
Negrono di Negro,male,nobiles,,,Maddalena,,female,16,Giovanni Sauli,male,nobili,notarius,,140,,,,1437,1437,"Branca Bagnara, filza 18, nr. 71"
Niccolò Asoharda,male,foreign,,Pisa,Margherita,Russian,female,24,Giacomo Boide dei Trotti,male,foreign,,Alessandria,118,,,,1424,1424,"Giovanni de Allegro, register 3, 1408–1428, fol. 277r"
Niccolò Borrella,male,,,,Maria,Bulgarian,female,16,Andrea Massono,male,,,,100,,,,1411,1411,"Giuliano Canella, register 2, volume II, 1410–1411, fol. 129r"
Niccolò de Castagna,male,nobiles,,,,Tartaran,female,–,Giovanni de Cucurno,male,artefici,notarius,,90,,,,1404,1404,"Antonio Bercaneca, register 1, 1337–1408, fol. 40r"
Niccolò de Corio,male,mercantes,,,Martino,,male,,Blasio de Monleono,male,mercanti,,Monleone,100,,,,1406,1406,"Lorenzo Villa, filza 1, nr. 13"
Niccolò de Guizo,male,mercantes,,,Melica,Russian,female,35,Giovanni Scarella,male,mercanti,,,140,,,,1485,1485,"Tommaso Duracino, filza 25, series II, nr. 86"
Niccolò de Marco,male,mercantes,,,Caterina,Russian,female,23,Barnaba Grillo,male,nobili,calzolarius,,225.5,,,225 l. 10 s.,1474,1474,"Lorenzo Costa, filza 6, series I, nr. 245"
Niccolò de Marco,male,artefices,,,Valentino,Tartaran,male,20,Francesco Pedralbes,male,foreign,,Tortosa,120,,,,1459,1459-12-19,"Tommaso Duracino, filza 4, nr. 647"
Niccolò de Monelia,male,mercantes,,,Caterina,Russian,female,28,Pellegro de Monelia,male,mercanti,,Moneglia,200,,,,1472,1472,"Girolamo Loggia, filza 1, series I, nr. 5"
Niccolò de Monterubeo,male,artefices,,Monterosso,Sofia,Tartaran,female,,Salvagia Bresana,female,,,,80,,,,1401,1401,"Giovanni de Allegro, register 2, 1400–1407, fol. 36r"
Niccolò de Prato,male,artefices,speciarius,Prato,Maria,Albanian,female,28,Tommaso Grasso,male,nobili,,,200,,,,1486,1486-03-17,"Giovanni de Benedetti, filza 2, item dated 1486-03-17"
Niccolò de Sessarego,male,artefices,scaterius,Sessargo,Margherita,Circassian,female,17,Antoniotto de Leiguelia,male,,,,180,,,,1486,1486,"Martino Brignole, filza 3, nr. 303"
Niccolò de Turrilia,male,mercantes,,Torriglia,Caterina,Russian,female,20,Andreoto da Scorno,male,foreign,,Pisa,150,,,,1449,1449-02-15,"Oberto Foglietta, filza 1, series I, nr. 324 *"
Niccolò di Matteo,male,,,,Venturina,Turkish,female,19,Giovanni Roys de Villadeva,male,foreign,,Deva (Biscay),,20,,20 dc.,1479,1479-04-30,"Pietro de Ripalta, filza 2, series II, nr. 167"
Niccolò di Negro,male,nobiles,,,Margherita,Abkhazan,female,18,Bartolomeo Bonconte,male,,,Pisa,150,,,,1429,1429,"Branca Bagnara, filza 19, nr. 90"
Niccolò di ser Pietro,male,foreign,,Siena,Maria,Tartaran,female,20,Vincenzo Aimari,male,mercanti,,,,,90,90 fl.,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 125v"
Niccolò Gentile,male,nobiles,,,Giano,Russian,male,19,Stefano Sauli,male,nobili,,,117,,,,1438,1438,"Branca Bagnara, filza 18, nr. 72"
Niccolò Grafionio,male,artefices,peliparius,,Giorgio,Tartaran,male,26,Giovanni Forbino,male,foreign,,Marseille,165,,,,1423,1423,"Giovanni de Allegro, register 3, 1408–1428, fol. 257r"
Niccolò Granello,male,nobiles,,,Lucia,Russian,female,17,Pietro Raggi,male,mercanti,,,190,,,,1459,1459-05-26,"Tommaso Duracino, filza 4, nr. 268"
Niccolò Granello,male,foreign,,Bonifacio,Lucia,Russian,female,17,Giorgio de Bargalio,male,artefici,,Bargagli,190,,,,1459,1459-06-20,"Tommaso Duracino, filza 4, nr. 326"
Niccolò Guidice,male,mercantes,,,Michele,Tartaran,male,26,Belosco de Pinu,male,foreign,,Pino (Corsica),,,50,50 fl.,1409,1409,"Giovanni de Allegro, register 3, 1408–1428, fol. 84r"
Niccolò Maricone,male,mercantes,,,,,,,Ottavio Cattaneo,male,nobili,,,,,,,1452,1452,"Antonio Fazio, filza 14, series II, nr. 256"
Niccolò Piccamiglio,male,nobiles,,,Aspertino,Moorish,male,15,Giovanni Lomellini,male,nobili,,,65,,,65 di «paghe» of San Giorgio,1492,1492,"Antonio Pastorino, filza 6, nr. 322"
Niccolò Pietro,male,foreign,,Bonifacio,Margherita,Russian,female,18,Francesco Fredi,male,,,,135,,,,1412,1412,"Bartolomeo Gatto, register 11, 1412–1427, fol. 21r"
Niccolò Salvagi,male,nobiles,,,Giorgio,Russian,male,27,Pietro de Franchi,male,mercanti,,,70,,,,1415,1415,"Giuliano Canella, register 4, 1414–1415, fol. 171r"
Niccolò Spinola,male,nobiles,,,Maddalena,Moorish,female,30,Giovanni de Agnora,male,artefici,confector,,150,,,,1496,1496,"Nicolò Raggi, filza 23, nr. 736"
Niccolò Tassorello,male,artefices,pancogolus,,Caterina,Tartaran,female,35,Giacomo Castelli,male,artefici,barberius,,76,,,,1457,1457-11-08,"Tommaso Duracino, filza 3, series I, nr. 296"
Niccolò Vacca,male,artefices,,,Margherita,Russian,female,12,Luca Mezano,male,artefici,notarius,,125,,,,1433,1433,"Antonio Fazio, filza 3, series I, nr. 325"
Niccolò Vallebella,male,nobiles,,,Gironima,Moorish,female,20,Battista Ardizzone,male,artefici,speciarius,,240,,,,1499,1499,"Antonio Pastorino, filza 15, nr. 318"
Niccolò Zucca,male,artefices,,Savona,Melica,Russian,female,18,Angelino de Bobbio,male,foreign,,Bonifacio,105,,,,1409,1409,"Giovanni de Allegro, register 3, 1408–1428, fol. 96r"
Niccolò Zucca,male,artefices,,Savona,Marta,Circassian,female,18,Niccolò Spinola,male,nobili,legum doctor,,100,,,,1409,1409,"Giovanni de Allegro, register 3, 1408–1428, fol. 99v"
Nicolosia Conte,female,nobiles,,,Margherita,Tartaran,female,28,Domenico Norando,male,artefici,,Fiaccone,75,,,,1408,1408,"Giovanni de Allegro, register 3, 1408–1428, fol. 19r"
Oberto Celesia,male,nobiles,,,Maddalena,,female,30,Lazzaro Lercari,male,nobili,,,124,,,,1447,1447-06-20,"Bartolomeo Risso, filza 1, series I, nr. 86"
Oberto de Bobbio,male,foreign,,Bobbio,Petrina,Abkhazan,female,22,Francesco de Villanova,male,artefici,notarius,,85,,,,1423,1423,"Bartolomeo Gatto, register 11, 1412–1427, fol. 251r"
Oberto di Negro,male,nobiles,,,Maria,Moorish,female,28,Pietro de Guizo,male,mercanti,,,190,,,,1487,1487,"Girolamo Loggia, filza 3, series I, nr. 411"
Oberto Gallo,male,artefices,,,Margherita,Russian,female,18,Bartolomeo Priore,male,religious,,Nice,122,,,,1441,1441,"Branca Bagnara, filza 6, series II, nr. 239"
Oberto Grimaldi,male,nobiles,,,Maria,Bosnian,female,20,Lorenzo Grimaldi,male,nobili,,,275,,,,1483,1483,"Tommaso Duracino, filza 24, series II, nr. 377"
Oberto Grimaldi,male,nobiles,,,Maddalena,Bosnian,female,20,Luca Fieschi,male,nobili,,,200,,,,1490,1490-01-14,"Antonio Pastorino, filza 4, item dated 1490-01-14"
Oberto Pinelli,male,nobiles,,,Margheritina,Russian,female,25,Bartolomeo Verrini,male,mercanti,scaterius,,190,,,,1463,1463-01-14,"Oberto Foglietta, filza 8, nr. 47 *"
Oberto Pinelli,male,nobiles,,,Margheritina,Russian,female,25,Marco Verrini,male,artefici,scaterius,,190,,,,1463,1463-01-14,"Oberto Foglietta, filza 8, nr. 47 *"
Oberto Senestrario,male,mercantes,,,Lucia,Tartaran,female,28,Jonardina Spinola,female,nobili,,,100,,,,1416,1416-04-28,"Giuliano Canella, register 5, 1415–1417, fol. 125v"
Obizo de Canturio,male,nobiles,,,Lucia,Russian,female,27,Lodiso Fraxineto,male,foreign,,Valencia,77.9,,,77 l. 18s.,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 157r"
Oliviero Giustiniani,male,mercantes,,,Caterina,Bosnian,female,30,Bianchetta de Marini,male,nobili,,,250,,,,1492,1492,"Antonio Pastorino, filza 6, nr. 502"
Oliviero Nebia de Castelacio,male,artefices,,,Maddalena,Tartaran,female,20,Pietro Facorino,male,,,,150,,,,1430,1430,"Antonio Fazio, filza 2, series II, nr. 283"
Onorato Caneva,male,artefices,,,Marta,Abkhazan,female,25,Bandino de Boscolis,male,foreign,,Florence,85,,,,1417,1417,"Giuliano Canella, register 5, 1415–1417, fol. 417v"
Opicio de Vernacia,male,artefices,,Vernazza,Caterina,Jewish,female,12,Niccolò Cariota,male,,,,,175,,175 dc.,1496,1496,"Cipriano Foglietta, filza 2, series II, nr. 141"
Orietina Montaldo,female,mercantes,,,Caterina,Moorish,female,21,Battista de Luca,male,artefici,,,190,,,,1487,1487-01-09,"Pellegro Testa, filza 4, item dated 1487-01-09"
Orietta de Savinione,female,mercantes,,,Caterina,Hungarian,female,14,Niccolò Marchono,male,mercanti,,,160,,,,1464,1464,"Antonio Fazio, filza 20, series II, nr. 456"
Orietta di Negro abbess of the monasterii sancti Columbani,female,religious,monaca,Bobbio,Catalina,Tartaran,female,24,Sclavolino di Pisa,male,foreign,,Pisa,59,,,,1383,1383-08-14,"Guirardo Parisola, register 3, 1382–1383, fol. 242v"
Ottaviano de Marini,male,nobiles,,,Elena,Moorish,female,23,Girolamo de Viglevano,male,foreign,,Vigevano,200,,,,1480,1480-11-07,"Lorenzo Costa, filza 10, nr. 404"
Ottobono Lomellini,male,nobiles,,,Elena,Bosnian,female,22,Francesco Spinola,male,nobili,,,230,,,,1497,1497,"Nicolò Raggi, filza 24, nr. 457"
Paganino delgi Abati,male,artefices,,,Maria,Circassian,female,28,Andrea Lercari,male,nobili,,,150,,,,1465,1465-01-11,"Tommaso Duracino, filza 8, nr. 32"
Pancrazio Falamonica,male,nobiles,,,Lanzarotto,Circassian,male,12,Fererio Dalman,male,foreign,,Mallorca,88.25,,,88 l. 5 s.,1432,1432,"Antonio Fazio, filza 3, series I, nr. 79"
Pantaleone Accornerio,male,artefices,speciarius,,Caterina,Jewish,female,13,Battista Accornerio,male,,,,,15,,15 dc.,1496,1496,"Nicolò Raggi, filza 23, nr. 801"
Pantaleone de Dona,male,,,,Caterina,Circassian,female,,Giovanni de Brignolis,male,artefici,notarius,,,,,,1457,1457,"Battista Parisola, filza 2, series I, nr. 135"
Paolo Adorno,male,mercantes,,,Giorgio,Russian,male,15,Domenico de Pane,male,religious,,Nice,70,,,,1442,1442,"Branca Bagnara, filza 7, series I, nr. 9"
Paolo Amendola,male,,,,Caterina,Bosnian,female,18,Bartolomeo de Canicia,male,artefici,notarius,,235,,,,1487,1487,"Martino Brignole, filza 4, nr. 180"
Paolo Battista Lercari,male,nobiles,,,Jacobino,Tartaran,male,12,Bernardo Dale,male,foreign,,Catalonia,100,,,,1449,1449-06-09,"Bartolomeo Risso, filza 6, nr. 31"
Paolo Boisardo q. Paolo,male,nobiles,,,Caterina,,female,28,Giacomo di Negro q. Giovanni,male,nobili,,,40,,,,1483,1483-05-10,"Girolamo Loggia, filza 2, series II, nr. 275"
Paolo Buchignano,male,,,,,Tartaran,female,27,Quilico “de Goano,male,mercanti,,,50,,,,1374,1374-09-27,"Bartolomeo Gatto, register 1, 1373–1382, fol. 69v"
Paolo Buchignano,male,,,,,Tartaran,female,15,Quilico “de Goano,male,mercanti,,,50,,,,1374,1374-09-27,"Bartolomeo Gatto, register 1, 1373–1382, fol. 69v"
Paolo de Albario,male,artefices,,Albaro,Margherita,Bulgarian,female,20,Giacomo Tonso,male,,,,90,,,,1408,1408,"Giovanni de Allegro, register 3, 1408–1428, fol. 10r"
Paolo de Albario,male,artefices,,Albaro,Antonio,Tartaran,male,20,Pietro de Lisorio,male,,,,75,,,,1421,1421,"Bartolomeo Gatto, register 11, 1412–1427, fol. 102r"
Paolo de Castiliono,male,mercantes,,,Cita,Russian,female,20,Margherita de Clavaro,female,artefici,,,78 15 s,,,,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 130v"
Paolo de Castiliono,male,mercantes,,,Diana,Russian,female,15,Giovanni Plat,male,foreign,,Barcelona,90,,,,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 131r"
Paolo de Castiliono,male,mercantes,,,Sofia,Russian,female,21,Andalò Imperiale,male,nobili,,,85,,,,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 135r"
Paolo de Castiliono,male,mercantes,,,Marta,Circassian,female,15,Margherita de Vernacia,male,artefici,,Vernazza,83,,,,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 95r"
Paolo de Castiliono,male,mercantes,,,Lanzarotto,Tartaran,male,12,Pietro Doria,male,nobili,,,,,51,51 fl.,1403,1403,"Giovanni de Allegro, register 2, 1400–1407, fol. 110v"
Paolo de Palodio,male,artefices,formagarius,,Anna,Tartaran,female,32,Bartolomeo Asseri,male,foreign,,Nice,165,,,,1423,1423,"Giovanni de Allegro, register 3, 1408–1428, fol. 259r"
Paolo de Pinu,male,foreign,,Pino (Corsica),Maria,Abkhazan,female,13,Tommaso Elena,male,artefici,faber,,125,,,,1427,1427,"Lorenzo Villa, filza 4, nr. 36"
Paolo de Savinione,male,mercantes,,,Caterina,Hungarian,female,14,Niccolò Marchono,male,mercanti,,,160,,,,1464,1464,"Antonio Fazio, filza 20, series II, nr. 456"
Paolo Giustiniani,male,mercantes,,,Maria,Circassian,female,20,Girolamo de Monelia,male,artefici,,,170,,,,1462,1462,"Antonio Fazio, filza 20, series I, nr. 121"
Paolo Maineri,male,mercantes,notarius,,Cita,Abkhazan,female,18,Tommaso Cicala,male,nobili,,,135,,,,1437,1437,"Antonio Fazio, filza 5, series I, nr. 90"
Paolo Medico,male,artefices,notarius,,Venturino,Abkhazan,male,15,Barnaba Vivaldi,male,nobili,,,125,,,,1430,1430,"Antonio Fazio, filza 2, series II, nr. 254"
Paolo Serra,male,nobiles,,,Marta,Turkish,female,,Leonello Centurione,male,nobili,,,,,,,1480,1480-06-14,"Lorenzo Costa, filza 10, nr. 250 *"
Paolo Sopranis,male,mercantes,,,Margherita,Abkhazan,female,11,Bianchina Curleto,female,nobili,,,109,,,,1431,1431-06-18,"Branca Bagnara, register 4, 1429–1431, fol. 168r–v"
Paride Fieschi,male,nobiles,,,Elena,,female,,Giacomo “de Amigdola”,male,artefici,,,,,,,1489,1489-06-22,"Giovanni Costa, filza 1, nr. 198"
Paride Spinola,male,nobiles,,,Giorgio,Russian,male,27,Filippo Centurione,male,nobili,,,90,,,,1433,1433,"Antonio Fazio, filza 3, series I, nr. 318"
Pasquale Bondenario,male,mercantes,,,Caterina,Turkish,female,27,Gabriele de Pinu,male,foreign,,Pino (Corsica),150,,,,1489,1489,"Antonio Pastorino, filza 3, nr. 215"
Pellegrina de Clavaro,female,artefices,,,Lucia,Turkish,female,28,Ambrogio de Marini,male,nobili,,,250,,,,1490,1490,"Lorenzo Costa, filza 14, nr. 18 *"
Pellegro Bozano,male,,,Voltri,Venturino,Russian,male,50,Martino de Albulis,male,foreign,,Bermeo,,50,,50 dc.,1459,1459-10-25,"Tommaso Duracino, filza 4, nr. 552"
Pellegro de Clavaro,male,artefices,lanerius,,Maddalena,Circassian,female,19,Giacomo Prezenda,male,artefici,speciarius,,100,,,,1410,1410,"Giuliano Canella, register 2, volume II, 1410–1411, fol. 58r"
Pellegro de Franchi,male,mercantes,,,Margherita,Bosnian,female,15,Simone Bracelli,male,artefici,,,305,,,,1497,1497-11-10,"Tommaso Duracino, filza 30, nr. 626 (formerly nr. 26)"
Pellegro de Levanto,male,mercantes,,,Natasia,Russian,female,12,Luca di Negro,male,nobili,,,135,,,,1456,1456-11-25,"Tommaso Duracino, filza 2, series II, nr. 302"
Pellegro de Motzelia,male,,,,Maria,Russian,female,28,Paolo Mainerio,male,mercanti,,,140,,,,1437,1437,"Antonio Fazio, filza 5, series I, nr. 126"
Pellegro de Oetonegio,male,mercantes,,,Giorgio,Moorish,male,16,Paolo de Davania,male,mercanti,,,50,,,,1484,1484,"Pellegro Castelletto, filza 1, nr. 314"
Pellegro de Poliasca,male,artefices,iocalista,Pogliasca,Caterina,Moorish,female,25,Agostino Grimaldi,male,nobili,,,160,,,,1482,1482,"Giovanni Danove, filza 3, series I, nr. 128"
Pellegro de Via,male,nobiles,,,Cita,,female,29,Niccolò de Credenza,male,artefici,cancelliere,,190,,,,1465,1465-07-29,"Tommaso Duracino, filza 8, nr. 403"
Pellegro Salvagi,male,nobiles,,,Melica,Moorish,female,28,Benedetto Spinola,male,nobili,,,120,,,,1499,1499,"Antonio Pastorino, filza 15, nr. 42"
Pellegro Salvagi,male,nobiles,,,Caterina,Moorish,female,25,Pellegro de Poliasca,male,artefici,,Pogliasca,,60,,60 dc.,1481,1481-12-10,"Tommaso Duracino, filza 23, series II, nr. 484 *"
"Pelotta Cibo, widow of Bartolomeo Fieschi",female,nobiles,,,Gianacino,Moorish,male,16,Baldassarre Imperiale,male,nobili,notarius,,,20,,20 dc.,1528,1528-11-21,"Vincenzo de Franchi Rezzo, filza 11, nr. 415"
Percivale Cattaneo,male,nobiles,,,Lucia,Tartaran,female,22,Bernardo Cassana,male,mercanti,,,162.51,,,162 l. 10s 2d,1431,1431,"Antonio Fazio, filza 2, series II, nr. 349"
Percivale Cattaneo,male,nobiles,,,Margherita,Circassian,female,25,Pietro de Maggiolo,male,mercanti,lanerius,,160,,,,1455,1455-05-31,"Bartolomeo Risso, filza 4, series I, nr. 118"
Percivale Fieschi,male,nobiles,,,Jacobino,Russian,male,24,Cristoforo Fieschi,male,nobili,,,100,,,,1449,1449-05-20,"Bartolomeo Risso, filza 1, series II, nr. 72"
Peregro de Poliasca,male,artefices,,Pogliasca,Caterina,Moorish,female,28,Bernardo de Ceva,male,artefici,scaterius,Ceva,125,,,,1497,1497,"Francesco Camogli, filza 8, nr. 402"
Peregro de Sarno,male,,,,Caterina,Circassian,female,28,Peregro Capurro,male,artefici,faber,,110,,,,1402,1402,"Bartolomeo Gatto, register 9, volume II, 1402–1406, fol. 105v"
Peregro Rebuffo,male,mercantes,,,Maria,Moorish,female,14,Andrea de Malta,male,foreign,,Malta,180,,,,1498,1498,"Antonio Pastorino, filza 14, nr. 47"
Peretta Doria,female,nobiles,,,Maria,Bosnian,female,,Rolando de Ferrari,male,artefici,notarius,,225,,,,1495,1495-12-01,"Tommaso Duracino, filza 30, nr. 210 (formerly nr. 410)"
Perrino de Bassigna,male,artefices,barberius,,Antonina,Circassian,female,22,Argenta Doria,male,nobili,,,107,,,,1418,1418,"Giuliano Canella, register 6, 1418–1421, fol. 4r"
Perrino Scariotto,male,,,,,Moorish,,16,Benedetto de Sancto Petro,male,artefici,,,,25,,25 dc.,1497,1497-07-15,"Cosimo de Abbati, filza 1, item dated 1497-07-15"
Pietra de Petra,female,mercantes,,Marassi,Caterina,Canaries,female,20,Gabriele Marco,male,foreign,mercator,Valencia,80,,,,1468,1468,"Tommaso Duracino, filza 11, nr. 215"
Pietro Aragio,male,,,,Venturino,Tartaran,male,50,Martino de Abulis de Belmeo,male,foreign,,Castile,,50,,50 dc.,1459,1459-10-25,"Tommaso Duracino, filza 4, nr. 552"
Pietro Battista de Guizo,male,mercantes,,,Maria,Bulgarian,female,24,Morruele Cicala,male,nobili,,,230,,,,1473,1473,"Lorenzo Costa, filza 5, nr. 426"
Pietro Carena,male,nobiles,,,Margherita,Abkhazan,female,23,Antonio Maineri,male,mercanti,notarius,,,,,,1430,1430-05-02,"Branca Bagnara, register 4, 1429–1431, fols. 85v–86v"
Pietro de Castiliono,male,mercantes,,,Stefano,Russian,male,18,Domenico de Pane da Nizza,male,foreign,,Nice,80,,,,1443,1443,"Antonio Fazio, filza 8, series I, nr. 14"
Pietro de Franciscis,male,mercantes,,,Nestasia,Circassian,female,22,Battista Bonivento,male,nobili,doctor medicine,,150,,,,1457,1457-05-05,"Tommaso Duracino, filza 3, series I, nr. 129"
Pietro de Marco,male,,,,Anechino,Abkhazan,male,16,Giacomo Guizo,male,mercanti,,,127,,,,1431,1431-05-04,"Branca Bagnara, register 4, 1429–1431, fols. 132v–133r"
Pietro de Nuce,male,artefices,,,Sofia,Moorish,female,22,Giacomo Rocio,male,mercanti,,,200,,,,1497,1497,"Nicolò Raggi, filza 24, nr. 257"
Pietro de Promontorio,male,mercantes,,,Diletta,,female,23,Ottobono Spinola,male,nobili,,Sicily,,80,,80 dc.,1498,1498,"Leonardo Parisola, filza 5, n. 322"
Pietro de Sancto Ulcixio,male,artefices,,,Maria,Russian,female,22,Bartolomeo Priore,male,foreign,,Nice,125,,,,1441,1441,"Branca Bagnara, filza 6, series II, nr. 243"
Pietro de Sarzana,male,artefices,notarius,Sarzana,Cristiano,Turkish,male,20,Matteo de Anglis,male,,,Sacca,50,,,,1414,1414,"Giuliano Canella, register 4, 1414–1415, fol. 151r"
Pietro de Vernacia,male,artefices,spadarius,Vernazza,Giacomina,Tartaran,female,28,Antonio Morigie,male,foreign,,Milan,30,,,,1370,1370-10-19,"Andreolo Caito, register 1, volume II, 1370, fol. 158v"
Pietro Giustiniani,male,mercantes,,,Elena,Bulgarian,female,22,Matteo Landino,male,,,,100,,,,1409,1409,"Giuliano Canella, register 2, volume I, 1408–1410, fol. 64r"
Pietro Grillo,male,nobiles,,Voltri,Margherita,Bulgarian,female,22,Cristiano Grillo,male,nobili,,,130,,,,1447,1447,"Oberto Foglietta, filza 1, series I, nr. 418"
Pietro Grillo,male,nobiles,,Voltri,Giacobino,Circassian,male,38,Gabriele de Corvara,male,artefici,botarius,,95,,,,1453,1453-08-08,"Tommaso Duracino, filza 1, series I, nr. 108"
Pietro Grillo,male,nobiles,,Voltri,Valentino,Mingrelian,male,16,Antonio Grillo,male,nobili,,,105,,,,1452,1452,"Bartolomeo Risso, filza 6, nr. 15"
Pietro Grillo,male,nobiles,,Voltri,Giorgino,Mingrelian,male,18,Brancaleone Grillo,male,nobili,,,105,,,,1453,1453,"Bartolomeo Risso, filza 6, nr. 194"
Pietro Iharlono,male,,,,Maddalena,Bulgarian,female,22,Benedetto Marino,male,nobili,,,122,,,,1426,1426-12-17,"Branca Bagnara, register 3, 1426–1428, fol. 49r–v"
Pietro Iula,male,nobiles,,,Caterina,Tartaran,female,12,Giovanni de Recho,male,artefici,,Recco,68,,,,1407,1407,"Bartolomeo Gatto, register 10, volume I, 1407–1412, fol. 11r"
Pietro Iula,male,nobiles,,,Marino,Tartaran,female,16,Giovanni Ventrello,male,mercanti,,,75,,,,1407,1407,"Bartolomeo Gatto, register 10, volume I, 1407–1412, fol. 6r"
Pietro Mazurro,male,mercantes,notarius,,Avogasia,Abkhazan,female,14,Francone Duchel,male,foreign,,France,118.75,,,118 l. 15 s.,1420,1420,"Pietro Foglietta, filza 1, series II, nr. 67"
Pietro Pinelli,male,nobiles,,,Margherita,Tartaran,female,,Ilario de Mari,male,nobili,,,60,,,,1407,1407,"Bartolomeo Gatto, register 10, volume I, 1407–1412, fol. 58r"
Pietro Re,male,foreign,,,Maddalena,Abkhazan,female,18,Battista Cavali,male,artefici,,,155,,,,1433,1433,"Antonio Fazio, filza 3, series I, nr. 239"
Pietro Stagno,male,nobiles,,,Marta,Russian,female,17,Corrado de Campis,male,mercanti,corrigiarius,,140,,,,1456,1456-07-29,"Bartolomeo Risso, filza 6, nr. 361"
Pietro Truco,male,mercantes,,,Antonia,Moorish,female,13,Battista Ducano,male,artefici,calzolarius,,87,,,,1493,1493,"Antonio Pastorino, filza 7, nr. 306"
Pietro Vinelli,male,artefices,,,Marta,Moorish,female,27,Agostino Rocchetta,male,,,,,24,,24 dc.,1497,1497,"Nicolò Raggi, filza 24, nr. 416"
Pometa Celesta,female,nobiles,,,Caterina,Abkhazan,female,30,Giovanni Bassignana,male,artefici,scaterius,,200,,,,1492,1492,"Antonio Pastorino, filza 6, nr. 478"
Prospero Cattaneo,male,nobiles,,,,Moorish,female,22,Francesco Paxerio,male,mercanti,,,130,,,,1475,1475-06-17,"Tommaso Duracino, filza 18, nr. 368 (formerly nr. 328)"
Quilico Imperiale,male,nobiles,,,Caterina,Tartaran,female,50,Giovanni Priore,male,foreign,,Nice,130,,,,1440,1440,"Antonio Fazio, filza 6, series II, nr. 324"
Quilico Imperiale,male,nobiles,,,,Tartaran,male,15,Giovanni Priore,male,foreign,,Nice,130,,,,1440,1440,"Antonio Fazio, filza 6, series II, nr. 324"
Quilico Sopranis,male,mercantes,,,Caterina,Circassian,female,28,Giovanni de Buzalla,male,artefici,sensale,,80,,,,1413,1413,"Giuliano Canella, register 3, 1412–1413, fol. 214r"
Raffaele Bocono,male,artefices,notarius,,Giacomaccio,Tartaran,male,24,Leonello Marino,male,nobili,,,68.5,,,68 l. 10 s.,1404,1404,"Giacomo de Camulio, filza 3, nr. 124"
Raffaele Bracelli,male,artefices,,,Cristiano,Russian,male,30,Giacomo Ferrerio,male,foreign,mercator,Catalonia,,,,,1426,1426-04-20,"Branca Bagnara, register 3, 1426–1428, fols. 3v–4r"
Raffaele Burono,male,,,,Caterina,Circassian,female,15,Niccolò de Primo,male,,,,125,,,,1419,1419,"Giuliano Canella, register 6, 1418–1421, fol. 186r"
Raffaele Calvi,male,nobiles,,,,,,15,Blasio de Mortario,male,artefici,,,210,,,"210 ""palmi di camocato""",1488,1488,"Nicolò Raggi, filza 18, nr. 87"
Raffaele Calvi,male,nobiles,,,,,,15,Battista de Mortario,male,artefici,,,210,,,"210 ""palmi di camocato""",1488,1488,"Nicolò Raggi, filza 18, nr. 87"
Raffaele Cavassa,male,,,,Stefano,Moorish,male,21,Paolo Costa,male,artefici,,,68,,,,1498,1498,"Antonio Pastorino, filza 13, nr. 209"
