hName,hGender,hClass,hOcc,hLoc,hActive,hID,hOMID,svName,svEthnicity,svEthID,svEthOMID,svGender,svActive,,,,svID,svOMID,fs,3pserv,py,3ppay,patr,pl,actTitle,actDate,actYear,aa (Author),aaID,aaOMID,actArItem,aArItemID,ArItOMID,rights,actID,actOMID,actTitle,ActDescription
Giovanni de Arzile,male,artefices,tinctor septe,,1376–1401,b9f477ff-71ca-4fc3-8e5e-9218df5661c9,39902,Cristiano,,,,male,–1401,,1401,1401,6cbbf360-3fce-453d-8ec2-b9f42643ed52,40122,,,,,,,"Cristoforo de Revellino, register 18, 1401, fol. 292r",1401,1401,Cristoforo de Revellino,695ab4e7-a4aa-4d98-a754-dc71fa324d91,25512,Notai antichi 430,77805872-acd5-4aa6-b5ef-faf29a2ab5cc,37780,Archivio di stato di Genova,237d16da-2815-4389-b402-7862880553c0,40253,Franchixia,"A certain Giovanni Arzilli, ""tinctor vermillii"", frees the --- slave Cristiano, who is --- years of age."
Giovanni de Castiliono,male,artefices,notary,,1430–1455,5a6e3af2-9837-4911-b439-b72d3f26b772,38483,an unnamed Tartaran woman,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1435–1455,1435,1455,20,da8a6a37-57cb-4b6f-8a8e-ea85e5a59f5a,39992,,,,,,,"Antonio Percipiano, filza 3, nr. 237",1455,1455,Antonio Percipiano,0f77d00b-9f19-4ced-9785-46a0a2cfd89c,25451,Notai antichi 617,7fcf8e92-05c6-45cc-b933-796c5ef2418c,39806,Archivio di stato di Genova,b59fd642-ef94-44ec-8d06-4bd9699da09d,40223,Franchixia,A certain Giovanni Castiglione frees a 20 year old Tartaran slave. Note that Gioffrè places this item in filza 2 (NA 616bis) but the dates in the archive do not correspond.
Giovanni de Chio,male,artefices,navigator,26152,1467–1492,d8a2b1ac-77ed-4311-837c-ee7a73a47c03,39903,Calì,Albanian,eff5f423-f260-4a5e-8a8b-42cdfc3b5f84,31272,female,1465–1492,1465,1492,27,120d5718-179e-4491-bed0-2b0f2451b8a7,40123,,,,,,,"Antonio Pastorino, filza 6, nr. 423",1492,1492,Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Notai antichi 1295,6d9e2c25-f581-42ab-abaf-c05ac6dc8360,37766,Archivio di stato di Genova,96c9b382-24d1-484d-9def-23e74e7f627d,40220,Franchixia,"A certain Giovanni ""de Chio"", nocchiere, frees the Albanian slave Calì, who is 27 years of age. The manumission obliges her to serve Giovanni for the next 5 years."
Giovanni de Marini,male,nobiles,,,1431–1478,edcb8616-15ab-42b6-a064-984378b88348,38733,Giorgio,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,male,1438–1463,1438,1463,25,90d40303-44cf-4730-bb0e-c1bb95495a3e,40047,,,,,y,at the table of the notary,"Tommaso Duracino, filza 7, series I, nr. 44",1463-02-28,1463,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 894,a94058bf-7e65-489c-b6f0-8e5c16d11516,37838,Archivio di stato di Genova,672b9f2b-0f89-4dad-8c52-d15f356d7c27,40412,Franchixia,"Giovanni de Martini frees the Russian slave Giorgio, 25 years old."
Giovanni de Marini,male,nobiles,,,1431–1478,edcb8616-15ab-42b6-a064-984378b88348,38733,Anna,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1418–1456,1418,1456,38,31f2a37f-5147-4757-a520-ef446e54bc9c,40046,,,,,y,at the table of the notary,"Tommaso Duracino, filza 2, series II, nr. 51",1456-02-27,1456,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 889,101c0bd8-a7ea-41d9-b9dc-62f2509bd4ac,37833,Archivio di stato di Genova,87ea2925-0376-41ff-9c7d-a4c9e607a74d,40395,Franchixia,"A certain Giovanni da Marini q. Battista frees the Russian slave Anna, who is 38 years of age. Witnesses are Baldassare Usodimare q. Meliano and Ambrogio Cattaneo q. Andrea."
Giovanni de Vernacia,male,artefices,notary,26104,1400–1459,f58bdd31-e5eb-4a0e-8e13-da77b2f24e0b,39904,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,–1447,,1447,1447,fb9905df-822b-4a04-87af-7d300f42ebfb,40124,2,,20,,y,in the house inhabited by the holder,"Giovanni Vernazza, filza 1, nr. 82",1447-01-11,1447,Giovanni de Vernacia,5f739018-8c89-426c-911a-60c3f902a7a5,31246,Notai antichi 647,ce0c4b74-829a-4fd5-90c2-83db2c26b5cf,39810,Archivio di stato di Genova,000ae2a0-afac-40ab-a017-075c6bba4d4e,40304,Franchixia,
Giovanni Fieschi,male,mercantes,,,1467–1496,ab2edf06-69c6-4149-a984-42bb80d80f85,23481,Lucia,,,,female,1470–1496,1470,1496,26,b42fd26b-5f5b-4f9b-8808-a1e65911d225,40020,,,,,,,"Cipriano Foglietta, filza 2, series II, nr. 418",1496,1496,Cipriano Foglietta,6ebf5d66-ca62-4f6a-87f6-b649ad204b8a,23505,Notai antichi 1355,e2575fb5-b039-40f5-8d3a-b1be470e7fb5,37772,Archivio di stato di Genova,2a1d4950-c108-4cfd-926c-4598beac96f8,40251,Franchixia,"A certain Giovanni Fieschi frees the --- slave Lucia, who is 26 years of age."
Giovanni Fontana,male,foreign,,39703,1432–1457,923676e6-6818-4a25-87a3-6efa7b666892,39905,Martinetto,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,male,1432–1457,1432,1457,25,e954f51e-88f4-449f-8fb3-6bc21f2c027e,40125,,,,,y,not specified precisely,"Domenico de Algario, filza 1, series I, nr. 32",1457-05-27,1457,Luchino de Porta,d6ef711e-8cf9-46f2-a25d-b2f381537792,25497,Notai antichi 944,d11fdf57-918e-44b7-97d2-f1920a3573cf,39754,Archivio di stato di Genova,cc4b2a21-9702-47ab-9a4c-954c059102f1,40258,Franchixia sclavi,"This is document 38 in Roccatagliata, Notai genovesi in oltremare, Mitelene."
Giovanni Francesco Palmario,male,mercantes,,,1438–1476,ba871e84-326e-4426-a993-7dc6d85ae217,30312,Margarita,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1436–1476,1436,1476,40,3197da3f-6c0f-4cb7-bca5-7ea41f6ae15d,40026,,,,,y,at the table of the notary,"Tommaso Duracino, filza 19, series I, nr. 68",1476-01-18,1476,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 906,52b5aab4-11dc-40bd-b327-fedfb7dbbe90,37846,Archivio di stato di Genova,0ac40629-467f-4ad9-8a4d-17d2d2b01fbc,40388,Franchixia,"A certain Giovanni Francesco Palmario frees the Circassian slave Margherita, who is 40 years of age."
Giovanni Garrone,male,artefices,,,1448–1473,72f941dc-2b09-4391-bd24-62560b1f02fb,39906,Agnese,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1445–1473,1445,1473,28,61192a5a-91e3-46c0-829f-2ed8799b6781,40126,,,,,,,"Giacomo Rondanina, filza 7, series II, nr. 476",1473,1473,Giacomo Rondanina,d531a40e-11b3-4045-b5f5-bc9ce73b3fe9,25524,Notai antichi 880,603ec964-701a-450f-9dfb-6467635596ae,37832,Archivio di stato di Genova,063db6fc-3b0e-4ba3-8b9f-1f546d218c51,40264,Franchixia,"A certain Giovanni Garrone frees the Circassian slave Agnese, who is 28 years of age."
Giovanni Lercari,male,nobiles,,,1402–1427,f2fb195b-79d7-4904-bd6c-5e62de5d7464,39907,Margarita,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1393–1427,1393,1427,34,f338d56b-ed30-44dc-a231-8d8961445e73,40127,2,y,80,,y,at the table of the notary,"Branca Bagnara, register 3, 1426–1428, fol. 167r–v",1427-10-04,1427,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 508,8c7b8433-45ba-4286-ba8e-6afc10e1139a,37788,Archivio di stato di Genova,a0860baa-eece-4c08-99da-65f087512e10,40249,Franchixia,"A certain Giovanni Lercari frees the Circassian slave Margherita, who is 34 years of age."
Giovanni Lomellini,male,nobiles,,,1432–1470,413d03f2-0dfb-49a7-b641-4839151643e5,24534,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1432–1457,1432,1457,25,effc8dff-52b7-4fa0-bad6-9ac5f69d3da3,39985,,,,,,,"Antonio Fazio, filza 17, series II, nr. 167 *",1457,1457,Antonio de Facio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 591,c6f5d102-100c-4a8e-8997-ec2e584d2c1d,37802,Archivio di stato di Genova,72a795a4-82e5-401a-9426-9f6dad17a394,40207,Franchixia,"A certain Giovanni Lomellini frees the Circassian slave Maddalena, who is 25 years of age. The series is tentative."
Giovanni Moreno,male,nobiles,,,1458–1483,907cf7c2-acd8-4662-b55b-fc8227ac5e8e,39908,Caterina,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1437–1483,1437,1483,46,b6ed2a20-1bf1-414c-9a08-d7be25b04257,40128,,,,,,,"Niccolò Raggi, filza 13, nr. 97",1483,1483,Niccolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1028a,d1821d28-f2ae-49e2-b134-5fa3692e1b41,37741,Archivio di stato di Genova,36b0725d-56bd-437f-a858-352252b95893,40355,Franchixia,"A certain Giovanni Mareno frees the Russian slave Caterina, who is 45 years of age."
Giovanni Odone,male,mercantes,legum doctor,,1406–1438,c7dfe146-fda7-4228-8d8f-42046bfc0f1f,25398,Nestasia,Hungarian,269bea4f-a063-4938-be5d-1cd25e1e07dd,31551,female,1393–1438,1393,1438,45,d9a00b6f-7303-44e9-9fb1-9bd061ef2086,40029,,,,,,,"Branca Bagnara, filza 18, nr. 73",1438,1438,Branca Bagnara,2d251b92-d5ab-499a-80db-450e306ac801,23065,Notai antichi 665,bbfef75a-ad86-4af3-b546-2182d8b57e03,39811,Archivio di stato di Genova,16d0c0ef-7e3a-4982-bf80-65c34f1514e0,40244,Franchixia,"A certain Giovanni de Oddone, dottore in utroque, frees the Hungarian slave Nastasia, who is 45 years of age."
Girolamo Adret de Falceto,male,foreign,,27636,1441–1469,dc5eb5a0-e5b3-455d-8a3f-5212fd8d1406,29919,Lucia,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1444–1469,1444,1469,25,859caba8-8fb5-4319-a06a-57d6e28459c9,40038,,,,,n,in the house inhabited by the holder,"Tommaso Duracino, filza 12, nr. 80",1469-03-01,1469,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 899,e05cff03-36ed-4c62-8db9-78fb1f54be1d,37839,Archivio di stato di Genova,b1446887-65d7-4dea-9d29-ca8022570943,40381,Franchixia,"A certain Girolamo Adret de Falceto, a Catalan merchant staying in Genoa, frees the Russian slave Lucia, who is 25 years of age."
Girolamo de Camulio,male,artefices,bishop,26152,1460–1488,ea719b13-0868-4d4a-95df-0d05d49335e6,37221,Linor,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,female,1467–1486,1467,1486,19,726cacb9-d7aa-44f2-b156-c46bca8b2c63,40043,,,,,y,in the home of the holder,"Andrea de Cairo, filza 41, series I, nr. 140",1486-05-12,1486,Andrea de Cairo,bd07a964-a2cd-48a0-8401-f4a21ba7ac3e,23121,Notai antichi 821,8ecc879b-aca5-4ecf-b41e-18e24d8908c5,39818,Archivio di stato di Genova,8b341edf-ee5c-449a-8b5a-104b9f38c696,40193,Manumissio et franchixia,
Girolamo de Camulio,male,artefices,bishop,26152,1460–1488,ea719b13-0868-4d4a-95df-0d05d49335e6,37221,Maria,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,1459–1488,1459,1488,29,7ddb2721-d9a2-4b5f-9cb7-e35917258f4e,40044,,,,,n,in the house inhabited by the holder,"Emmanuele Granello, filza 3, nr. 299",1488-07-31,1488,Emanuele Granello,f83c8891-0237-46e6-bbc6-d28976148705,23612,Notai antichi 872bis,1fe8c222-d770-416a-97ed-1d8bcf7b30a8,39824,Archivio di stato di Genova,82f3ef21-49e0-4802-a17c-5fe0537483a0,40261,Manumissio,"A certain Girolamo ""de Camulio"", bishop of Chios, frees (franchixia) the Bosnian slave Maria, who is 29 years of age."
Girolamo de Loreto,male,artefices,,,1431–1456,fa92ecd1-7564-42d0-a664-31bf53979182,39909,Maria,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1432–1456,1432,1456,24,8f22bbba-d1c9-4fcd-a52a-feca72df2dfe,40129,,,,,y,in the house inhabited by the holder,"Antonio Foglietta, filza 1, series I, nr. 120",1456-02-09,1456,Antonio Foglietta,b21b5d51-25e7-44ce-8ad8-a1aa54735b05,39761,Notai antichi 843,916ae902-9da9-49bd-ba0d-8d82356b4f09,39822,Archivio di stato di Genova,957c5d7b-8176-413b-ad35-928db05654b1,40215,Franchixia,"A certain Girolamo de Loreto q. Francesco frees the Russian slave Maria, who is 24 years of age."
Girolamo de Monelia,male,artefices,,,1433–1458,1180e151-d0ba-4a0c-bcf2-2fa4db74be7f,30542,Eliana,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,female,1428–1458,1428,1458,30,ebc8fdc7-d4e1-41d2-8622-2332542fb66d,39975,,,,,,,"Bartolomeo Risso, filza 5, series II, nr. 14",1458-02-06,1458,Bartolomeo Risso,327f6750-eb71-41b2-9c5a-deb15e5e0785,25517,Notai antichi 719,b6aa2ee9-3d86-4073-bdab-aa5b88cf304a,37824,Archivio di stato di Genova,3eeda38a-9eec-4f33-b2b9-97c741c8b187,40230,Franchixia,"A certain Girolamo de Monelia frees the Russian slave Eliana, who is 30 years of age."
Girolamo Salvago,male,nobiles,,,1445–1481,8c5ec972-9fea-4ea4-b721-8a831b04451c,30550,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1436–1481,1436,1481,45,56600ba2-0c24-4961-bb0d-fc77edc8b9e3,40007,,,,,,,"Giovanni Battista Parisola, filza 4, nr. 318",1481,1481,Giovanni Battista Parisola,bb2ab190-4341-4b4c-9d00-bd3ae880580a,31237,Notai antichi 954,20f2f290-0a44-4909-b16d-3c7756534417,39828,Archivio di stato di Genova,3104f6aa-6640-4386-ab95-a3064197360d,40265,Franchixia,"A certain Girolamo Salvagi frees the Circassian slave Caterina, who is 45 years of age."
Giuliano Gategario,male,artefices,,26048,1439–1464,b37da0ce-973a-402f-98c8-226322259bce,39910,Giorgio,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,male,1436–1464,1436,1464,28,87b84acc-78df-413a-b4c5-5accb09c52b6,40130,4,,,,y,in a home of an independent party,"Giovanni Danove, filza 1, series II, nr. 275",1464-03-22,1464,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 916,1384fdb3-c79e-469a-a434-4e2372ef0a37,39825,Archivio di stato di Genova,68c5f6b8-7477-4232-b626-dd96aeacc565,40275,Franchixia,"Giuliano Categaro frees the Circassian slave Giorgio, 28 years old."
Giuliano Leardo,male,artefices,,,1408–1443,d1c20568-907f-4fac-952d-748e45b3a3a1,30557,Elena,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,female,1413–1443,1413,1443,30,31d89509-4227-48fc-93ba-c74bb9391c48,40034,,,,,,,"Antonio Fazio, filza 8, series I, nr. 210",1443,1443,Antonio de Facio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 582,290e2a44-07a0-4cf6-9085-3933e05dfd03,37798,Archivio di stato di Genova,0b8a7939-a681-48ff-9d4e-3628461a5b00,40214,Franchixia,"A certain Giuliano Leardo frees the Bulgarian slave Elena, who is 30 years of age."
Gregorio Cicala,male,nobiles,,,1430–1455,b86079e6-1224-4e44-9e3a-5f92526a02e6,39911,Margarita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,–1455,,1455,1455,86df851c-3693-42e1-ac33-803e1c792306,40131,,,,,,,"Antonio Percipiano, filza 1, nr. 187",1455,1455,Antonio Percipiano,0f77d00b-9f19-4ced-9785-46a0a2cfd89c,25451,Notai antichi 616,4c4b54a2-f217-4f62-aea5-251effa8c07f,39805,Archivio di stato di Genova,c824d820-40d7-41e8-8f79-7d9050d07e74,40221,Franchixia,A certain Gregorio Cicala frees the Tartaran slave Margherita.
Gregorio de Bassignana,male,artefices,,,1391–1416,c8c0b0f1-7ff7-4d0c-89de-d69a078bd257,39912,Maria,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1346–1416,1346,1416,70,791e0b0e-f153-484f-b297-e74320886e5e,40132,,,,,,,"Bartolomeo Pino de Saulo, filza 1, nr. 238",1416,1416,Bartolomeo Pino de Saulo,8f54e4f5-6d53-410f-a1d2-d12844aa696e,30868,Notai antichi 486,05f0b331-2a02-4e6d-b104-161b8da5cbf0,39794,Archivio di stato di Genova,8d72c97b-99b0-4fcd-89d6-676b71cfd992,40226,Franchixia,"A certain Gregorio Bessignano frees the Tartaran slave Maria, who is 70 years of age."
Gregorio de Franchi,male,mercantes,,,1465–1498,deecfc93-0e85-443e-8092-78bf9d4e52c4,27135,Maria,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,–1498,,1498,1498,7020949d-c074-45d3-b793-4e0122d12cc3,40039,,,,,,,"Giovanni Costa, filza 2, item dated 1498-10-05",1498-10-05,1498,Giovanni Costa,e4a3ee9e-5ae1-45e8-9aa4-f3754742bd1a,23312,Notai antichi 1280,26c40337-d6ce-4000-9813-171d0a6a1701,39778,Archivio di stato di Genova,44e99a65-222d-46cf-b636-69f980d76bfe,40270,Franchixia,"A certain Gregorio de Franchis frees the Bosnian slave Maria, who is --- years of age. This manumission was refrenced in the later will of Maria, from Cristoforo Rollero, filza 7, nr. 313, dated 1520-09-18."
Gregorio de Lorto,male,artefices,,,1413–1438,e106b8de-fb47-4b97-9a34-30051b250131,39913,Maria,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1388–1438,1388,1438,50,a6637f10-28dc-46b9-82d9-13f026877d12,40133,,,,,,,"Narino Montaldo, filza 3, series I, nr. 159",1438,1438,Narino de Montaldo,dca9d2a2-5e47-4a2c-8c0b-cc1ba7d41f8e,25345,Notai antichi 621,5620f786-7b93-4a9b-81a7-5aaecfafecb5,39807,Archivio di stato di Genova,1017721c-e547-402c-8c6c-e86a9636af67,40348,Franchixia,"A certain Gregorio de Loeto frees the Circassian slave Maria, whose is 50 years of age."
Gregorio Doria,male,nobiles,,,1431–1462,929450cd-66ef-4583-82d7-930c455cca0f,38659,Maddalena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1422–1462,1422,1462,40,9dba2223-b428-41a4-9fa2-352d623576e5,40011,,,,,y,at the table of the notary,"Tommaso Duracino, filza 6, series II, nr. 96",1462-04-29,1462,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 893,b4ce29bc-1c24-4f02-bd03-22ab84e5a8f1,37837,Archivio di stato di Genova,7bfacfef-1da4-4d48-8335-a456f473cbb8,40411,Franchixia,"A certain Gregorio Doria frees the Circassian slave Maddalena, who is 40 years of age."
Gregorio Gallo,male,mercantes,,,1399–1424,94a24a41-3747-4b87-99ca-712be53fe5fa,39914,Lucia,Bulgarian,d3b57a91-3e55-4d34-89b7-5db6e259c5cb,31541,female,1398–1424,1398,1424,26,47cc23de-91a7-405a-91ed-6bf706f92a1a,40134,,,,,,,"Bartolomeo Foglietta, filza 1, nr. 10",1424,1424,Bartolomeo Foglietta,3afcc17e-d995-42a0-bd16-acbc7f0c7b15,31224,Notai antichi 644,ce84655c-069e-4cea-be29-aabec19f9ee9,39809,Archivio di stato di Genova,c8b335a9-b94e-41e1-86fa-f91d6c2f5ef9,40224,Franchixia,"A certain Gregorio Gullo frees the Bulgarian slave Lucia, who is 26 years of age."
Guglielmo de Lancia,male,artefices,barberius,,1431–1456,c42d1544-0a06-44f7-b812-23cbe7d20667,39915,Lucia,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1433–1456,1433,1456,23,c8bd2cda-8c5d-462a-9030-014a43a78199,40135,,,,,y,in a home of an independent party,"Tommaso Duracino, filza 2, series II, nr. 234",1456-09-24,1456,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 889,101c0bd8-a7ea-41d9-b9dc-62f2509bd4ac,37833,Archivio di stato di Genova,092d714f-e3b4-4413-81c9-7d70acdd2785,40391,Franchixia,"A certain Guglielmo ""de Lancia"", barberius, frees the Tartaran slave Lucia, who is 23 years of age."
Guglielmo de Recco,male,artefices,coiaserius,39703,1432–1457,9266e5fa-e8a4-439b-b43e-d6c45c1f5d04,39916,Giorgio,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,male,1425–1457,1425,1457,32,3a6706ff-e48c-4ca4-8933-fe83413468ba,40136,20,,,,y,in the house inhabited by the holder,"Domenico de Algario, filza 1, series I, nr. 40",1457-08-08,1457,Luchino de Porta,d6ef711e-8cf9-46f2-a25d-b2f381537792,25497,Notai antichi 944,d11fdf57-918e-44b7-97d2-f1920a3573cf,39754,Archivio di stato di Genova,c4470e19-1537-4cfe-b1d2-4ace275e12a9,40259,Franchixia sclavi,"This is document 45 in Roccatagliata, Notai genovesi in oltremare, Mitelene."
Guglielmo Marenco,male,artefices,,,1415–1440,9e9fe47d-e3f1-43f8-b726-0b6061b92369,39917,Maddalena,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,1418–1440,1418,1440,22,a07b629f-3c75-471e-abcc-affaebe707c0,40137,,,,,,,"Antonio Fazio, filza 6, series II, nr. 209",1440,1440,Antonio de Facio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 580,313c4aa2-f312-443a-8d3a-7e655d969238,39801,Archivio di stato di Genova,378e93a1-31d7-4275-b0d1-e35bc023a6c7,40213,Franchixia,"A certain Guglielmo Marenco free the Abkhazan slave Maddalena, who is 22 years of age."
Illario de Murchio,male,artefices,priest,,1451–1476,722b87dd-67c0-4633-b642-f4a520dcecb3,39918,Giulio,Moorish,04348640-60da-4bab-811c-6f34b0aef7a27,31559,male,1416–1476,1416,1476,60,5d4824cc-abe2-4a9f-aad6-cd600b4c1408,40138,,,,,,,"Tommaso Duracino, filza 19, series II, nr. 125 *",1476-08-20,1476,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Notai antichi 906,52b5aab4-11dc-40bd-b327-fedfb7dbbe90,37846,Archivio di stato di Genova,34674c2b-4a09-425b-a644-a7bb03062511,40389,Franchixia,"The priest Ilario de Murchio frees the Moorish slave Giulio, who is 60 years of age."
Imperiale Lomellini,male,nobiles,,,1402–1430,1d9ee6d9-3ff6-4097-91e7-3bb10ec6c423,24626,Circassia,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1390–1430,1390,1430,40,17f5fe48-f517-4687-b92d-9ed6a3694be6,39977,,,,,,,"Guirardo Brevei, filza 1, series I, nr. 36",1430,1430,Gherardo de Brevei,b65be120-8ef0-428c-b14d-ffa1d473bd4e,23113,Notai antichi 710,2984e6d0-1d74-4fbf-8b6b-f15100e5e6b0,39813,Archivio di stato di Genova,b8d8d8fd-0f7a-4cf0-a856-b6aea6e694b2,40316,Franchixia,"A certain Imperiale Lomellini frees the Circassian slave Circassa, who is 40 years of age. (This item was formerly n. 36 in filza 2)."
Ingo Cattaneo,male,nobiles,,,1445–1470,9d119d39-9c8f-446b-90c4-5d089405658d,39919,Giorgio,Russian,2d4212b0-a07e-494a-a7ba-81f254f52363,31354,male,1435–1470,1435,1470,35,d9b85072-f429-488a-a5bf-2a8aec8c8129,40139,,,,,y,in the workshop of an independent party,"Giovanni Danove, filza 2, series II, nr. 8",1470-01-11,1470,Giovanni de Novi,4063c1fd-cd7d-46ad-a4d5-256fd90ceb66,31238,Notai antichi 917,83087068-721e-446d-bdff-bd588c1050e2,37854,Archivio di stato di Genova,75169b3a-305b-49b4-b0e9-b8926dd0727c,40285,Franchixia,"A certain Ingo Cattaneo frees the Russian slave Giorgio, who is 35 years of age."
Isabella de Acqua,female,artefices,,,1391–1416,a317f807-545b-42b3-a9d7-70e56e85bf76,39920,Margarita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1396–1416,1396,1416,20,b3385e1c-abbc-402e-b9b2-8d919b87eab7,40140,,,,,,,"Andrea Medianotte, filza 1, series I, nr. 277",1416,1416,Andrea Medianotte,8e70fdbc-335b-4ac8-85df-273361b1badf,31221,Notai antichi 547,5ec4d5e0-9fb4-4f72-ac64-81eccb404e02,37790,Archivio di stato di Genova,784fccdb-8658-4d02-a6fa-2db85dce6990,40196,Franchixia,"A certain Caterina Murialdo frees the Tartaran slave Francesco, who is 50 years of age."
Isabella de Acqua,female,artefices,,,1397–1422,53ae5273-0bd4-4c81-85da-ff2fdd2113e8,39921,Margarita,Tartaran,6c6e1e81-c3f3-4469-8c65-076e967ecfd100,26258,female,1402–1422,1402,1422,20,bb4bbe86-afb4-41ab-8db2-bf6b8b415102,40141,,,,,,,"Andrea Medianotte, filza 1, series II, nr. 277",1422,1422,Andrea Medianotte,8e70fdbc-335b-4ac8-85df-273361b1badf,31221,Notai antichi 547,5ec4d5e0-9fb4-4f72-ac64-81eccb404e02,37790,Archivio di stato di Genova,b914d617-5cba-4caf-bd23-6c600c4164f8,40197,Franchixia,"A certain Isabella ""de Acqua"" frees the Tartaran slave Margherita, who is 20 years of age."
Isabella Fieschi,female,mercantes,nun,,1398–1423,93f0108c-622f-41c6-9e0d-390fb163359c,39922,Agnese,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb147,31361,female,1383–1423,1383,1423,40,4327af10-79a3-44ae-9bc7-5792b065d7a6,40142,,,,,,,"Antonio Fazio, filza 1, nr. 166",1423,1423,Antonio de Facio,470ec411-000f-4a1a-a163-9d3bd5fd8e2a,23454,Notai antichi 575,a8945481-da38-45f9-b9eb-6b64fa7d6d2d,37793,Archivio di stato di Genova,52b32d51-26f9-48d2-8d6a-e34344a309f8,40200,Franchixia,"A certain Isabella Fieschi, abbess of the monastery of S. Agata, frees the Circassian slave Agnese, who is 40 years of age."
Isolta Centurione,female,nobiles,,,1460–1497,d378a410-a097-4aec-aca1-bf91a666aa83,31061,Caterina,African,117594ab-0d62-49a0-9273-5e452c795f89,31269,female,1457–1485,1457,1485,28,3a1dc92b-747b-488d-b26f-4021e235f60f,40035,,,,,,,"Niccolò Raggi, filza 15, nr. 384",1485,1485,Niccolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1028c,ab0f0bd3-bebe-4377-8cca-2290860c096e,37743,Archivio di stato di Genova,f4f493c8-4ce4-442e-a876-bb2db707f872,40358,Franchixia,"A certain Isolta Centurione and her brothers free the black African slave Caterina, who is 28 years of age and described as ""de progenie quadam nigrorum""."
Leonardo Centurione,male,nobiles,,,1459–1486,00e9b22c-67c4-498b-8eed-1ad38926dc98,30607,Margarita,Abkhazan,2869f03d-235c-4513-981e-534da984124c,31268,female,1457–1484,1457,1484,27,2fd6a50a-b616-489d-85d6-e111e9dd29d5,39969,,,,,,,"Niccolò Raggi, filza 14, nr. 811",1484,1484,Niccolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Notai antichi 1028b,f8d62c22-1e0e-4fda-90d6-ec804c77293d,37742,Archivio di stato di Genova,d1c81882-99d4-4936-a0ca-d6db3415c7bd,40356,Franchixia,"A certain Leonardo Centurione frees the Abkhazan slave Margherita, who is 27 years of age."
