sName,sGender,sClass,bClass,sOccupaton,sLocale,sActive,sID,sOMID,svName,svEthnicity,svEthID,svEthOMID,svGender,svAge,svActive,svID,svOMID,bName,bGender,bClass,bOccupation,bLocale,bActive,bID,bOMID,pL,pD,pF,pS,actTitle,actDate,aYear,actPlace,actAuthor (aa),aaID,aaOMID,rights,actID,actOMID
Egidio Carmandino,male,nobiles,nobiles,,,1461–1486,0424c38f-7f20-424e-b285-fa62f60dfb95,26862,Sofia,Moorish,04348640-60da-4bab-811c-6f34b0aef7a78,31559,female,22,1464–1486,4aa3d435-105a-4526-b1fc-0322dc8f8738,35793,Lanfranco de Ingo,male,nobiles,,,1461–1486,7b9555ea-0d4f-4baf-a737-9b2700611bde,30601,185,,,,"Nicolò Raggi, filza 16, nr. 848",1486,1486,Genoa,Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Archivio di stato di Genova,5f1c2320-5f34-4de0-9831-90a26652bf3f,
Urbano Spinola,male,nobiles,nobiles,,,1461–1486,f133c162-c38a-4254-bd4f-1e090707d660,27508,Caterina,Moorish,04348640-60da-4bab-811c-6f34b0aef7a79,31559,female,22,1464–1486,ded3710e-b149-4d7f-895a-e0e079b8f83d,35047,Leonardo Centurione,male,nobiles,,,1461–1486,00e9b22c-67c4-498b-8eed-1ad38926dc98,30607,185,,,,"Nicolò Raggi, filza 16, nr. 479",1486,1486,Genoa,Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Archivio di stato di Genova,a19de0a9-48aa-42be-b46a-68fdc54f5a1d,
Giacomo Sofia,male,mercantes,artefices,speciarius,,1461–1486,6a30f6a9-5e2d-4b73-b3c5-34d42ea8e61b,26987,Caterina,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,22,1464–1486,3e9be010-dda0-4c13-8422-db215d47ed77,34963,Battista Compiano,male,artefices,draperius,,1461–1486,7668ee92-2b5d-40dd-b6e9-19059999450d,30108,200,,,,"Nicolò Raggi, filza 16, nr. 303",1486,1486,Genoa,Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Archivio di stato di Genova,d0c36a8a-376a-4cbe-bd77-82222358b274,
Giacomo Centurione,male,nobiles,nobiles,,,1461–1486,f6c69710-ff69-4182-938b-f7c0cefd50a8,26956,Maria,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,14,1472–1486,f51aad91-b05f-49c7-9908-056eaa812539,35612,Agostino Centurione,male,nobiles,,,1461–1486,16a0f6f8-d47b-420d-b311-9386de159f43,29923,200,,,,"Nicolò Raggi, filza 16, nr. 998",1486,1486,Genoa,Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Archivio di stato di Genova,f3a05917-0560-4764-8940-9ed7e22c80f2,
Anfreone Squarciafico,male,nobiles,artefices,,,1461–1486,1064da48-a004-461f-9efb-abcda6c4b606,27476,Lucia,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb204,31361,female,,–1486,914f9c46-df42-4dc0-b25d-ce594662c494,35234,Stefano de Clavaro,male,artefices,lanerius,,1461–1486,5503962b-4913-4c19-976c-ddc829c65187,27454,215,,,,"Martino Brignole, filza 4, nr. 315",1486,1486,Genoa,Martino Brignole,e926f8e5-4e3c-406a-a6c3-b121bd573d63,23116,Archivio di stato di Genova,2c610c04-7dad-4c36-b9f6-378a4862c0be,
Gaspare de Promontorio,male,mercantes,artefices,,,1461–1486,a4570819-c005-4165-a8c9-b957f5f4c0f9,26943,an unnamed woman,,,,female,28,1458–1486,273bffb1-f4c0-4ffd-8ce1-cafe0153cf51,35857,Niccolò de Sessarego,male,artefices,seatarius,Sessarego,1461–1486,7e7d18bb-c38c-42bf-8937-57752e8e0639,27292,220,,,,"Martino Brignole, filza 3, nr. 554",1486,1486,Genoa,Martino Brignole,e926f8e5-4e3c-406a-a6c3-b121bd573d63,23116,Archivio di stato di Genova,aa05c138-93ea-4ab4-ad4c-5fd4a09c1671,36653
Gaspare de Promontorio,male,mercantes,artefices,,,1461–1486,a4570819-c005-4165-a8c9-b957f5f4c0f9,26943,an unnamed boy,,,,male,,–1486,67bc0b22-c0ff-48cb-8ae8-67c0d1484ba3,35858,Niccolò de Sessarego,male,artefices,seatarius,Sessarego,1461–1486,7e7d18bb-c38c-42bf-8937-57752e8e0639,27292,220,,,,"Martino Brignole, filza 3, nr. 554",1486,1486,Genoa,Martino Brignole,e926f8e5-4e3c-406a-a6c3-b121bd573d63,23116,Archivio di stato di Genova,59ec1e0f-7964-4e8a-a281-103e1f039485,36653
Giovanni de Invrea,male,artefices,artefices,draperius,,1461–1486,fcb532da-9130-4f94-b1f8-8289013a91dd,27046,Agnese,,,,female,25,1461–1486,fbea2cf9-f27b-4950-893d-5353cd0a2267,34818,… Invrea,male,artefices,,,1461–1486,017160d0-0c65-4b0f-b893-5739cbfd3509,29916,240,,,,"Nicolò Raggi, filza 16, nr. 562",1486,1486,Genoa,Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Archivio di stato di Genova,3f019b6b-189b-41ee-8371-68f4d5596a29,
Teramo Centurione,male,nobiles,mercantes,,,1461–1486,461360ec-6acf-489a-8742-1eb00b7c7082,27466,an unnamed Circassian woman,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb203,31361,female,25,1461–1486,0c9212fc-75b7-46d8-ae3b-be223784cc20,35887,Giacomo Paxerio,male,mercantes,,,1461–1486,5cc56909-17bb-4056-bf87-f70ca5e55a18,30398,250,,,,"Martino Brignole, filza 3, nr. 73",1486,1486,Genoa,Martino Brignole,e926f8e5-4e3c-406a-a6c3-b121bd573d63,23116,Archivio di stato di Genova,529f6fe7-1cef-4b0d-8bed-161e546375e2,
Leonardo Cibo,male,nobiles,nobiles,,,1461–1486,0edf1c74-07f1-4582-84e3-e44cff1286d8,27177,Elena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb214,31361,female,20,1466–1486,04420e3e-1d98-4efc-9c7e-1ebc0d8143f1,35113,Giuliano Pinelli,male,nobiles,,,1461–1486,769145f9-b2ae-487e-a884-e32ee0071139,30558,250,,,,"Sisto Canevesio, filza 1, nr. 41",1486,1486,Genoa,Sisto Canevesio,5a37c82d-b832-42de-a70f-5a5fc0066ff2,31261,Archivio di stato di Genova,8407c758-e963-4fc7-b0ed-82632943a73b,
Tommaso Doria,male,nobiles,nobiles,,,1461–1486,d45cb5d6-9480-42b4-9d2b-aa569d82c5e1,23441,an unnamed Bosnian woman,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,21,1465–1486,bd1fa8b1-d2f0-48b2-ba99-49ae33664141,35888,Tommaso Piccamiglio,male,nobiles,,,1461–1486,f5ee5e46-278a-4bbb-92be-2e4527228b30,30941,280,,,,"Girolamo de Uvada, filza 1, nr. 57",1486,1486,Genoa,Girolamo de Uvada,3df6907c-16a1-435a-9561-df7ae75b5fd5,31247,Archivio di stato di Genova,bdc969da-5db7-4136-89fe-4ea7485e57f9,
Luca Berrino,male,mercantes,nobiles,,,1461–1486,30f832e6-e689-4243-850a-1a6929287a4f,27212,Giorgio,Moorish,04348640-60da-4bab-811c-6f34b0aef7a53,31559,male,24,1462–1486,b13f1515-9296-4690-9b94-d5951bf82e17,35176,Raffaele Grimaldi,male,nobiles,,,1461–1486,98ecde5e-79ba-4665-aef7-ec3d531c83fc,30883,,34,,34 dc.,"Lorenzo Costa, filza 12, nr. 446",1486,1486,Genoa,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Archivio di stato di Genova,48281ebd-4195-48c9-a6c9-b938803ad06c,36603
Orietina Montaldo,female,mercantes,artefices,,,1462–1487,7275430f-a389-4975-930d-509cf9ebcec1,27327,Caterina,Moorish,04348640-60da-4bab-811c-6f34b0aef7a88,31559,female,21,1466–1487,08f22879-91fa-482e-b0ab-993784eb8be9,35013,Battista de Luca,male,artefices,,,1462–1487,0c4f0d77-6f7d-4246-b34d-56cf72b5368a,30114,190,,,,"Pellegro Testa, filza 4, item dated 1487-01-09",1487-01-09,1487,Genoa,Pellegro Testa,0154948b-b25b-490d-a87c-ac1102687235,25804,Archivio di stato di Genova,c7d881e3-0fa0-4956-b9e4-9d47555afca9,
Giacomo Mongiardino,male,artefices,nobiles,speciarius,,1462–1487,b41730c4-d4a1-45ea-835c-d5d07f806bc5,26984,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb207,31361,female,26,1461–1487,6a6c859a-dfab-4d7e-944a-1adf0dde6f82,34962,Brigidina Calvi,female,nobiles,,,1462–1487,ff718c40-40f2-40f2-9f47-f1249acdec89,30197,205,,,205 l. of paghe in the Casa di San Giorgio,"Nicolò Raggi, filza 17, nr. ---",1487,1487,Genoa,Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Archivio di stato di Genova,2111eb95-9ca3-4b9d-99a0-5462f8aa5c31,
Mariola Lercari,female,nobiles,artefices,,,1462–1487,f42e60cd-53d3-4243-b699-003b5ecad841,27252,Caterina,Moorish,04348640-60da-4bab-811c-6f34b0aef7a59,31559,female,28,1459–1487,dc14a4e4-c23e-432d-8849-847d172b2aae,35006,Francesco Ricci,male,artefices,,,1462–1487,32ff5f7f-1a76-4a90-a1ed-0f12a74465ee,30320,165,,,,"Martino Brignole, filza 4, nr. 588",1487,1487,Genoa,Martino Brignole,e926f8e5-4e3c-406a-a6c3-b121bd573d63,23116,Archivio di stato di Genova,ba35050c-85bd-4ae3-9ca1-9fbd64bdb0ee,
Teodoro di Negro,male,nobiles,nobiles,,,1462–1487,bfa713fb-38f8-45d4-b2e3-274488c8b336,27463,Maria,Moorish,04348640-60da-4bab-811c-6f34b0aef7a55,31559,female,,1487–1487,ae8f77d3-ca2b-42ac-baaa-a7e567f03476,35663,Ambrogio Fieschi,male,nobiles,,,1462–1487,94a54d87-626d-43d1-87a9-389adad0974a,29947,100,,,,"Martino Brignole, filza 4, nr. 195",1487,1487,Genoa,Martino Brignole,e926f8e5-4e3c-406a-a6c3-b121bd573d63,23116,Archivio di stato di Genova,a6372fd9-9022-4ab7-a1cc-8f7912fe183d,
Oberto di Negro,male,nobiles,mercantes,,,1462–1487,aa64569c-18b5-4bce-a6f1-22167c61a2dc,27315,Maria,Moorish,04348640-60da-4bab-811c-6f34b0aef7a47,31559,female,28,1459–1487,10abef04-b63c-4403-8c38-ba6fd966ae16,35646,Pietro de Guizo,male,mercantes,,,1462–1487,4e9df684-2340-4b76-86c5-2eb510624386,30833,190,,,,"Girolamo Loggia, filza 3, series I, nr. 411",1487,1487,Genoa,Girolamo Loggia,d8b76ffe-3253-48d9-9328-bfa6d0e6c719,23867,Archivio di stato di Genova,07edd02b-acb3-42e8-a5cb-91604a5256d5,
Cristoforo Cattaneo,male,nobiles,artefices,,,1462–1487,564cfc6e-4b22-4b79-9aca-4d22049b877d,23195,Elena,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb252,31361,female,25,1462–1487,ec20ace8-29cc-4753-bb99-fa91dd601575,35103,Pietro de Podio,male,artefices,,,1462–1487,d8cc8887-433f-46e1-898e-45a4ea0ded01,30840,270,,,,"Tommaso Duracino, filza 26, series II, nr. 162",1487,1487,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,2768cc96-8b57-4a47-bbad-13df5ee123f5,
Cristiano de Promontorio,male,mercantes,mercantes,,,1462–1487,65a65e27-6f3a-48f2-aeed-c65e09f0c550,26814,Maddalena,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,female,20,1467–1487,6063c9b1-c64b-4d6c-ae50-56e1769a7712,35356,Tommaso de Franchi,male,mercantes,,,1462–1487,b429d0cd-37d6-47d5-8b50-2082c966c1e1,30950,,,,,"Antonio Pastorino, filza 2, nr. 167",1487,1487,Genoa,Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Archivio di stato di Genova,e92af7a1-d38f-4a96-a0aa-2569a84de95b,
Francesco Lomellini,male,nobiles,nobiles,,,1462–1487,889bc9bf-233e-42bc-8468-8d06f6386be8,24349,Valentino,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,male,19,1468–1487,3b71aea8-f7fe-4dcd-8f65-1f2773b38899,35816,Goffredo Cattaneo,male,nobiles,,,1462–1487,9f6ef23f-2e1d-4fc8-8e50-e0ec83b169b1,27126,,55,,55 dc.,"Antonio Pastorino, filza 2, nr. 545",1487,1487,Genoa,Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Archivio di stato di Genova,cddd6e23-fc74-4eaa-9f5f-b709de4d6499,
Goffredo Cattaneo,male,nobiles,nobiles,,,1462–1487,9f6ef23f-2e1d-4fc8-8e50-e0ec83b169b1,27126,Valentino,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,male,19,1468–1487,3b71aea8-f7fe-4dcd-8f65-1f2773b38899,35816,Francesco Grimaldi,male,nobiles,,,1462–1487,db911df9-35d1-41aa-a160-d44fd49046ca,30305,,30,,30 dc.,"Antonio Pastorino, filza 2, nr. 546",1487,1487,Genoa,Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Archivio di stato di Genova,775c65cf-f724-410a-8fbc-a8bc8296ea75,
Francesca Maruffo,female,mercantes,artefices,,,1463–1488,6e7e518e-0e12-4e40-87e0-a9c985125ee6,26888,Maria,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,female,22,1466–1488,685ef703-01de-46bc-968a-74f21800d06c,35606,Stefano Spada,male,artefices,,,1463–1488,1b6e59d7-a6eb-480b-a152-7f107138e769,27456,240,,,,"Lorenzo Costa, filza 13, nr. 114",1488,1488,Genoa,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Archivio di stato di Genova,33b6de17-4245-4b4a-a9b7-c85fd881ff8a,
Domenico Spinola,male,nobiles,nobiles,,,1463–1488,b20c9ea3-a749-4805-a77b-35d254acca72,25652,Constantino,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,male,20,1468–1488,3199ddb9-c1ec-4d1c-91de-ee634282edb3,35069,Luca Spinola,male,nobiles,,,1463–1488,f3992d70-6ed6-48b2-8499-92af62415a66,30656,124,,,,"Tommaso Duracino, filza 27, series I, nr. 249",1488,1488,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,7cad3879-553a-4e83-a389-ca5d02cf60a1,
Raffaele Calvi,male,nobiles,artefices,,,1463–1488,0b43d38f-0a6f-40ac-b553-e2863ae1ec93,27415,an unnamed person,,,,,15,1473–1488,88669f3d-c408-49a0-9056-6259ee1215c7,35884,Battista de Mortario,male,artefices,,,1463–1488,06144a50-e385-4fd7-8b5f-e4d9d9886343,30120,210,,,"210 ""palmi di camocato""","Nicolò Raggi, filza 18, nr. 87",1488,1488,Genoa,Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Archivio di stato di Genova,b932fdef-e56f-48b9-b39b-de23205f10ba,
Raffaele Calvi,male,nobiles,artefices,,,1463–1488,0b43d38f-0a6f-40ac-b553-e2863ae1ec93,27415,an unnamed person,,,,,15,1473–1488,95dbc6ca-cd5a-45bd-bc85-ee2f3aef534c,35885,Blasio de Mortario,male,artefices,,,1463–1488,32e6cdb8-91d6-4beb-9972-3e5a7d574b4e,30190,210,,,"210 ""palmi di camocato""","Nicolò Raggi, filza 18, nr. 87",1488,1488,Genoa,Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Archivio di stato di Genova,68e3d568-916d-4972-a907-038a7c4370d0,
Francesco Lomellini,male,nobiles,nobiles,,,1463–1488,889bc9bf-233e-42bc-8468-8d06f6386be8,24349,Margherita,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,20,1468–1488,be447802-43e5-4cdb-a5d4-8979bfc59b77,35479,Michele Bernisono,male,nobiles,,,1463–1488,62c61fa8-1ffd-4eae-8dae-1ef3acae4efc,30729,220,,,,"Nicolò Raggi, filza 18, nr. 464",1488,1488,Genoa,Nicolò Raggi,36f8b974-03c1-4387-a286-cc847b0b1f36,25500,Archivio di stato di Genova,eb51ac7a-ff57-4593-9091-21769fbccda9,
Cattaneo de Cattaneis,male,nobiles,nobiles,,,1463–1488,00e74852-5c12-4285-b3e2-cbacfeb35fab,26785,Margherita,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,23,1465–1488,d6b2308a-cd1d-47df-9c20-1ddd1744e50b,35461,Battista Piccamiglio,male,nobiles,,,1463–1488,185a49e4-5a0c-48b9-a32b-d68e9d6a2a18,30131,240,,,,"Tommaso Duracino, filza 27, series I, nr. 18",1488,1488,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,84b286ef-6872-43c3-a2df-cc5b419826a8,
Francesco de Itro,male,nobiles,artefices,,,1463–1488,58aacb05-d5f7-4201-9255-9a917b0153d5,26899,Margherita,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,18,1470–1488,602e1573-f019-4ca3-a3bf-167b4b9dffdd,35476,Matteo de Porta,male,artefices,,,1463–1488,9c1b9a96-f467-4b50-aa84-d39679fee7e3,30714,260,,,,"Tommaso Duracino, filza 27, series I, nr. 192",1488,1488,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,c2d2aa58-3e6f-430a-aab6-02a723b66476,
Vincenzo Spinola,male,nobiles,artefices,,,1464–1489,f6a04dab-58d3-4a94-a1f7-939654bec779,27512,Maria,Moorish,04348640-60da-4bab-811c-6f34b0aef7a40,31559,female,17,1472–1489,9b454146-32be-4304-8e95-788e06029d12,35665,Leonardo Merello,male,artefices,,,1464–1489,dbf65d86-33de-4086-84b9-0d28418ae1ce,30610,160,,,,"Giovanni Battista Parisola, filza 7, series II, nr. 139",1489-06-08,1489,Genoa,Giovanni Battista Parisola,bb2ab190-4341-4b4c-9d00-bd3ae880580a,31237,Archivio di stato di Genova,4d0765e2-77c2-42da-84d5-9dfb688163cb,
Paride Fieschi,male,nobiles,artefices,,,1464–1489,56af5f8a-b433-4c47-9399-e19cde28a752,27357,Elena,,,,female,,–1489,0f34a3f7-0e7b-4073-8b80-1f46d93264f5,35117,Giacomo de Amigdola,male,artefices,,,1464–1489,604ca505-b13e-4a70-9ebe-f80481b33140,30377,,,,,"Giovanni Costa, filza 1, nr. 198",1489-06-22,1489,Genoa,Giovanni Costa,e4a3ee9e-5ae1-45e8-9aa4-f3754742bd1a,23312,Archivio di stato di Genova,869cf6ab-0596-43f4-a759-623a20188b81,
Ginevra Grimaldi,female,nobiles,artefices,,,1464–1489,818e5f12-91ec-4c41-a773-231ad6cdbbe2,26997,Lucia,Albanian,eff5f423-f260-4a5e-8a8b-42cdfc3b5f84,31272,female,25,1464–1489,3c49f76c-6e40-4d9d-83c5-c546284d856f,35284,Giacomo Croza,male,artefices,bancalotur,,1464–1489,cefd0ba4-195d-43e1-bcf1-ea1b3eaf309c,30376,125,,,"125 ""paghe"" of San Giorgio.","Giovanni Battista Parisola, filza 7, series II, nr. 299",1489-10-03,1489,Genoa,Giovanni Battista Parisola,bb2ab190-4341-4b4c-9d00-bd3ae880580a,31237,Archivio di stato di Genova,4f6528f9-ad28-4963-b274-d0a8332fdee8,
Gregorio Stefano,male,artefices,nobiles,olim correrius,Pornassio,1464–1489,eb019b32-63fa-44da-84fb-98f47dfccf2a,27144,Caterina,Moorish,04348640-60da-4bab-811c-6f34b0aef7a39,31559,female,20,1469–1489,24f2d85c-5608-478c-b121-20df179a40ef,34988,Bernardo de Carreto,male,nobiles,,,1464–1489,2d376f5b-87fb-47d1-bd33-d16a389cb00e,30171,80,,,,"Giovanni Battista Parisola, filza 7, series II, nr. 324",1489-10-08,1489,Genoa,Giovanni Battista Parisola,bb2ab190-4341-4b4c-9d00-bd3ae880580a,31237,Archivio di stato di Genova,593d94a6-9605-47ea-b56c-637597470c7d,
Cristoforo Cattaneo,male,nobiles,nobiles,,,1464–1489,564cfc6e-4b22-4b79-9aca-4d22049b877d,23195,Elena,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,16,1473–1489,1f44cd72-be57-4659-b44f-1385e8145c16,35101,Damiano Asserio,male,nobiles,,,1464–1489,0b8d2fc8-575b-4ff9-9b14-eea52218ff5e,30235,200,,,,"Antonio Pastorino, filza 3, nr. 91",1489,1489,Genoa,Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Archivio di stato di Genova,7c3df50f-2c37-40f2-a09d-512662822bbd,
Agostino Negrone,male,nobiles,mercantes,,,1464–1489,af3c7b76-09ca-4947-ad50-50d9f6cdabac,26478,Caterina,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,24,1465–1489,7751b8fa-3cc1-49a5-85b9-275844ed652a,34900,Bernardo Clavaricia,male,mercantes,,,1464–1489,ed3f15d6-ca90-4828-be82-0bd53a95f51a,30165,290,,,,"Lorenzo Costa, filza 13, nr. 620",1489,1489,Genoa,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Archivio di stato di Genova,bf7f22df-b6bd-4aff-98f0-03cdf1fc7415,
Stefano Spinola,male,nobiles,artefices,,,1464–1489,c442e38b-b85c-4036-b361-af850e786f91,27457,Margherita,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,female,27,1462–1489,5d37f5d7-c6c2-4ca4-817b-a60a6e407093,35542,Domenico de Ceva,male,artefices,seatarius,Ceva,1464–1489,2d7ba8ff-61f6-4d68-8cca-52fbbc140f57,30252,300,,,,"Antonio Pastorino, filza 3, nr. 263",1489,1489,Genoa,Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Archivio di stato di Genova,9fb04fd8-69d8-4d39-a73b-e7a8675f52fc,
Oberto Grimaldi,male,nobiles,nobiles,,,1465–1490,dede8f3e-d583-4977-a63b-3cf83cdd21f7,27317,Maddalena,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,20,1470–1490,579596ad-81c5-41ee-abd0-a62027b15b14,35401,Luca Fieschi,male,nobiles,,,1465–1490,d0001bf2-2e84-4bd7-8741-0f755140bbb8,23489,200,,,,"Antonio Pastorino, filza 4, item dated 1490-01-14",1490-01-14,1490,Genoa,Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Archivio di stato di Genova,d0acbb3d-295c-4a32-8c7d-842a11a46b90,
Giacomo Marchione,male,mercantes,nobiles,,,1465–1490,06ef0d6b-34a2-407b-8342-afcc36d5d3e4,26980,Maddalena,,,,female,,–1490,4dde45e7-8bbd-4f8a-8483-53c49c37c88b,35369,Cesare Cattaneo,male,nobiles,,,1465–1490,677e62f1-3e87-4bab-a1c4-b22ba01fb4c3,30206,220,,,,"Girolamo Loggia, filza 3, series II, nr. 324",1490-06-09,1490,Genoa,Girolamo Loggia,d8b76ffe-3253-48d9-9328-bfa6d0e6c719,23867,Archivio di stato di Genova,33dffa55-2ce9-41cd-b676-fd24158d4423,
Giacobinetta Garbarino,female,artefices,artefices,,,1465–1490,0e3c3b31-5c20-49cc-adb1-f4e261b4f968,26951,Melica,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,18,1472–1490,5550ce96-e5f5-414b-a097-d484c33370b9,35750,Galeazzo Pasqua,male,artefices,,,1465–1490,bd5f49a7-2d1a-4cd4-9891-4b4679593a1a,30349,285,,,,"Tommaso Duracino, filza 28, series I, nr. 261",1490-12-16,1490,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,35bb22ad-9a1e-40be-8fc5-4f36f24bf513,36884
Maria Maineta,female,mercantes,nobiles,,,1465–1490,ae2c9dcd-1b4c-4eb0-8251-62c05614d4cd,27245,Margherita,Bosnian,2131e175-08ff-4be0-bc8b-5c403d279c8e,31536,female,15,1475–1490,3419f937-24cc-4e28-ac9f-f39ca31e16d3,35521,Gregorio Castagnola,male,nobiles,,,1465–1490,799e728f-8cc4-42a9-be37-cfd18822e2be,30571,39.5,,,39 l. 10 s.,"Tommaso Duracino, filza 28, series I, nr. 49",1490,1490,Genoa,Tommaso Duracino,0a68871e-78fd-4b75-9b96-fb63ad54979c,23448,Archivio di stato di Genova,984d5766-8da6-4abe-8536-71abc174464c,
Ginevra Gattilusio,female,mercantes,artefices,,,1465–1490,21589937-5bb9-40e1-a36a-73732aff1cc9,26994,Malfata,Moorish,04348640-60da-4bab-811c-6f34b0aef7a38,31559,female,50,1440–1490,dcf39738-92b4-401e-bf0f-8450ff18a206,35414,Bartolomeo de Canevali,male,artefices,callegarius,Canevale,1465–1490,2d930f85-e115-4a68-b2b3-590fe4355eee,30050,55,,,,"Giacomo Sclavina, filza 1, nr. 467",1490,1490,Genoa,Giacomo Sclavina,74fc3147-fded-418e-ad94-f61adab1b27e,31236,Archivio di stato di Genova,b8492ccc-0941-408d-99fd-473c1c61a8bf,
Brigida Calvi,female,nobiles,nobiles,,,1465–1490,5cec4161-22cb-4aad-954c-4bc206829a70,26766,Caterina,Circassian,4c3f093d-c427-4334-a5be-9d2985e0bb115,31361,female,30,1460–1497,86e7f80e-5d2e-4b03-b650-d317efb3e086,34942,Anfreone Usodimare,male,nobiles,,,1465–1490,5d812e14-d817-4f57-bad9-81e3b2b4bd45,26523,200,,,,"Antonio Pastorino, filza 4, nr. 194",1490,1490,Genoa,Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Archivio di stato di Genova,08ec953b-12d2-4d83-927c-1c3e3bac68e0,
Pellegrina de Clavaro,female,artefices,nobiles,,Chiavari,1465–1490,c3959d5a-365f-4863-8a5a-f3b7f19d1014,27360,Lucia,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,female,28,1462–1490,a17e1e03-e0f1-43cd-8dc9-557792af3eb3,35314,Ambrogio de Marini,male,nobiles,,,1465–1490,b8b4d8da-3987-463e-ac64-da58a1b415d2,25279,250,,,,"Lorenzo Costa, filza 14, nr. 18 *",1490,1490,Genoa,Lorenzo Costa,114bb456-e4db-42db-a1d0-8e66f53996b4,23313,Archivio di stato di Genova,b94ba889-5d9d-4393-aa11-27349b8d5316,
Girolamo de Fornari,male,mercantes,nobiles,,,1465–1490,3297cf99-d8ef-47ab-8035-345986c037e2,27108,Ioham,Moorish,04348640-60da-4bab-811c-6f34b0aef7a6,31559,male,22,1468–1490,25c82645-cd26-48f8-9772-82654084cfc6,35209,Anfreone Usodimare,male,nobiles,,,1465–1490,5d812e14-d817-4f57-bad9-81e3b2b4bd45,26523,40,,,,"Antonio Pastorino, filza 4, nr. 691",1490,1490,Genoa,Antonio Pastorino,fe84bd47-7930-4be4-9dcb-b43d9f10df69,25450,Archivio di stato di Genova,8d9568fd-c60a-4909-a41b-513a9bf8fd12,
Giovanni Palmario,male,mercantes,artefices,calzolarius,,1465–1490,4ea67339-127e-42ef-a84f-d388bffbf988,27090,Sofia,Turkish,cf223ecb-f243-491c-836e-823d5db2129c,31560,female,30,1460–1490,15d8a4b8-b715-463b-9dc3-d792f2a134a2,35795,Andrea de Vertio,male,artefices,formagarius,Verzi,1465–1490,25b34d9e-e076-4ed6-8839-08913d45f0e5,29958,70,,,,"Quirico Serravalle, filza 5, nr. 297",1490,1490,Genoa,Quirico Serravalle,0c25f5c8-b3bf-49b2-aeae-22e6e19b0220,31257,Archivio di stato di Genova,c694f768-18fa-4ef3-a247-8083821b2b0a,
